text,page,font_size_avg,font_size_max,is_bold,is_italic,x_position,y_position,word_count,char_length,is_title_case,is_upper_case,has_numbers,page_width,page_height,font_size_avg_norm,font_size_max_norm,x_position_norm,y_position_norm,font_size_relative,filename,label
"consultants, test managers, user acceptance testers, and software developers.",7,9.960000038146973,9.960000038146973,False,False,70.973876953125,390.45550537109375,9,77,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11597038717830882,0.4929993754685527,0.4150000015894572,file02.pdf,None
This Foundation Level Extension – Agile Tester certification may also be appropriate for anyone who,7,9.960000038146973,9.960000038146973,False,False,70.973876953125,412.0188903808594,15,99,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11597038717830882,0.5202258716930043,0.4150000015894572,file02.pdf,None
"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",7,9.960000038146973,9.960000038146973,False,False,70.973876953125,425.0166931152344,16,102,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11597038717830882,0.5366372387818615,0.4150000015894572,file02.pdf,None
"managers, software development managers, business analysts, IT directors, and management",7,9.960000038146973,9.960000038146973,False,False,70.973876953125,436.4208984375,10,88,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11597038717830882,0.5510364879261364,0.4150000015894572,file02.pdf,None
consultants.,7,9.960000038146973,9.960000038146973,False,False,70.97390747070312,447.9446105957031,1,12,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11597043704363255,0.5655866295400293,0.4150000015894572,file02.pdf,None
2.2 Career Paths for Testers,7,14.039999961853027,14.039999961853027,False,False,70.94400024414062,484.5238037109375,5,28,False,False,True,612.0,792.0,2.317759490946769,2.318066391199223,0.11592156902637357,0.611772479433002,0.5849999984105428,file02.pdf,H2
"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",7,9.960000038146973,9.960000038146973,False,False,70.94400024414062,508.0162353515625,16,104,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.6414346405954072,0.4150000015894572,file02.pdf,None
professional testers. A person with the Agile Tester certificate has extended the broad understanding of,7,9.960000038146973,9.960000038146973,False,False,70.94400024414062,519.5399169921875,15,104,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.6559847436770044,0.4150000015894572,file02.pdf,None
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,7,9.960000038146973,9.960000038146973,False,False,70.94400024414062,531.0635986328125,19,109,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.6705348467586016,0.4150000015894572,file02.pdf,None
an Agile project.,7,9.960000038146973,9.960000038146973,False,False,70.9539794921875,542.4678344726562,3,17,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11593787498723447,0.684934134435172,0.4150000015894572,file02.pdf,None
People possessing an ISTQB Foundation Level Extension – Agile Tester certificate may use the Certified,7,9.960000038146973,9.960000038146973,False,False,70.96394348144531,564.0610961914062,15,102,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11595415601543352,0.7121983537770281,0.4150000015894572,file02.pdf,None
Tester Foundation Level acronym CTFL-AT.,7,9.960000038146973,9.960000038146973,False,False,70.96392822265625,577.0588989257812,5,40,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11595413108277165,0.7286097208658854,0.4150000015894572,file02.pdf,None
2.3 Learning Objectives,7,14.039999961853027,14.039999961853027,False,False,70.94400024414062,613.673828125,3,23,True,False,True,612.0,792.0,2.317759490946769,2.318066391199223,0.11592156902637357,0.7748406920770202,0.5849999984105428,file02.pdf,H2
"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",7,9.960000038146973,9.960000038146973,False,False,70.94400024414062,637.1661987304688,17,106,False,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.8045027761748342,0.4150000015894572,file02.pdf,None
remember and recall terms and concepts stated in the Foundation Level syllabus.,7,9.960000038146973,9.960000038146973,False,False,70.94400024414062,648.68994140625,12,79,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.8190529563210227,0.4150000015894572,file02.pdf,None
"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",7,9.960000038146973,9.960000038146973,False,False,70.94400024414062,671.6078491210938,17,104,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.8479897084862295,0.4150000015894572,file02.pdf,None
extension exam.,7,9.960000038146973,9.960000038146973,False,False,70.94400024414062,683.1216430664062,2,15,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.8625273271040483,0.4150000015894572,file02.pdf,None
Version 2014,7,9.960000038146973,9.960000038146973,False,False,76.58135986328125,718.6888427734375,2,12,True,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.12513294095307395,0.9074354075422191,0.4150000015894572,file02.pdf,None
Page 7 of 12,7,9.960000038146973,9.960000038146973,False,False,270.1639404296875,718.6888427734375,4,12,False,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.4414443471073325,0.9074354075422191,0.4150000015894572,file02.pdf,None
"May 31, 2014",7,9.960000038146973,9.960000038146973,False,False,471.5750732421875,718.6888427734375,3,12,True,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.770547505297692,0.9074354075422191,0.4150000015894572,file02.pdf,None
© International Software Testing Qualifications Board,7,6.0,6.0,False,False,76.58399963378906,736.8900146484375,6,53,True,False,False,612.0,792.0,-2.5560788897797035,-2.5600447530052377,0.1251372543035769,0.9304166851621686,0.25,file02.pdf,None
Qualifications Board,8,9.960000038146973,9.960000038146973,False,False,430.75,61.66619110107422,2,20,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.7038398692810458,0.07786135240034624,0.4150000015894572,file02.pdf,None
International,8,9.960000038146973,9.960000038146973,False,False,447.9100036621094,38.62621307373047,1,13,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.7318790909511591,0.04877047105268999,0.4150000015894572,file02.pdf,None
Overview,8,12.0,12.0,False,False,74.42400360107422,41.58000183105469,1,8,True,False,False,612.0,792.0,1.0811139489151635,1.0803367151659435,0.1216078490213631,0.05250000231193774,0.5,file02.pdf,None
Software Testing,8,9.960000038146973,9.960000038146973,False,False,437.95001220703125,50.14617156982422,2,16,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.7156045951095282,0.0633158731942225,0.4150000015894572,file02.pdf,None
Foundation Level Extension – Agile Tester,8,9.960000038146973,9.960000038146973,False,False,74.42400360107422,56.95212173461914,6,41,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.1216078490213631,0.07190924461441811,0.4150000015894572,file02.pdf,None
"That said, each extension level exam focuses on the learning objectives defined in that extension",8,9.960000038146973,9.960000038146973,False,False,70.94400024414062,108.84618377685547,15,97,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.13743205022330235,0.4150000015894572,file02.pdf,None
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",8,9.960000038146973,9.960000038146973,False,False,70.94398498535156,120.36992645263672,18,105,False,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.1159215440937117,0.1519822303694908,0.4150000015894572,file02.pdf,None
chapter within each particular extension syllabus.,8,9.960000038146973,9.960000038146973,False,False,70.94398498535156,131.8936767578125,6,50,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.1159215440937117,0.16653242014875316,0.4150000015894572,file02.pdf,None
2.4 Entry Requirements,8,14.039999961853027,14.039999961853027,False,False,70.94400024414062,156.99380493164062,3,22,True,False,True,612.0,792.0,2.317759490946769,2.318066391199223,0.11592156902637357,0.19822450117631393,0.5849999984105428,file02.pdf,H2
"To be able to participate in a Foundation Level Extension – Agile Tester exam, candidates must have",8,9.960000038146973,9.960000038146973,False,False,70.94400024414062,179.01211547851562,17,99,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.22602539833145913,0.4150000015894572,file02.pdf,None
obtained the ISTQB Foundation Level certificate.,8,9.960000038146973,9.960000038146973,False,False,70.94400024414062,192.00994873046875,6,48,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.24243680395261205,0.4150000015894572,file02.pdf,None
2.5 Structure and Course Duration,8,14.039999961853027,14.039999961853027,False,False,70.94400024414062,217.11380004882812,5,33,False,False,True,612.0,792.0,2.317759490946769,2.318066391199223,0.11592156902637357,0.2741335859202375,0.5849999984105428,file02.pdf,H2
The Foundation Level Extension – Agile Tester syllabus has no shared or common elements with the,8,9.960000038146973,9.960000038146973,False,False,70.94400024414062,239.16213989257812,16,96,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.3019723988542653,0.4150000015894572,file02.pdf,None
Foundation Level syllabus.,8,9.960000038146973,9.960000038146973,False,False,70.94400024414062,252.15997314453125,3,26,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.31838380447541825,0.4150000015894572,file02.pdf,None
The syllabi must be taught in the following minimum number of days:,8,9.960000038146973,9.960000038146973,False,False,70.94400024414062,275.07794189453125,12,67,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.3473206337052162,0.4150000015894572,file02.pdf,None
Syllabus,8,9.960000038146973,9.960000038146973,True,False,212.2100067138672,301.4761962890625,1,8,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.34674837698344313,0.38065176299124054,0.4150000015894572,file02.pdf,None
Days,8,9.960000038146973,9.960000038146973,True,False,368.4700012207031,301.4761962890625,1,4,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.6020751653933057,0.38065176299124054,0.4150000015894572,file02.pdf,None
Baseline: Foundation,8,9.960000038146973,9.960000038146973,False,False,212.2100067138672,319.59619140625,2,20,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.34674837698344313,0.4035305447048611,0.4150000015894572,file02.pdf,None
3,8,9.960000038146973,9.960000038146973,False,False,377.5899963378906,319.59619140625,1,1,False,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.6169771181991677,0.4035305447048611,0.4150000015894572,file02.pdf,None
Extension: Agile Tester,8,9.960000038146973,9.960000038146973,False,False,212.2100067138672,337.59619140625,3,23,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.34674837698344313,0.4262578174321338,0.4150000015894572,file02.pdf,None
2,8,9.960000038146973,9.960000038146973,False,False,377.5899963378906,337.59619140625,1,1,False,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.6169771181991677,0.4262578174321338,0.4150000015894572,file02.pdf,None
The following figure shows the structure of the Agile Tester Extension and its relationship to the,8,9.960000038146973,9.960000038146973,False,False,70.94400024414062,367.1162109375,16,98,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.4635305693655303,0.4150000015894572,file02.pdf,None
Foundation Level.,8,9.960000038146973,9.960000038146973,False,False,70.94400024414062,378.6399230957031,2,17,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.4780807109794231,0.4150000015894572,file02.pdf,None
Version 2014,8,9.960000038146973,9.960000038146973,False,False,76.58399963378906,718.6875610351562,2,12,True,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.1251372543035769,0.9074337891858033,0.4150000015894572,file02.pdf,None
Page 8 of 12,8,9.960000038146973,9.960000038146973,False,False,270.16656494140625,718.6875610351562,4,12,False,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.4414486355251736,0.9074337891858033,0.4150000015894572,file02.pdf,None
"May 31, 2014",8,9.960000038146973,9.960000038146973,False,False,471.57769775390625,718.6875610351562,3,12,True,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.7705517937155331,0.9074337891858033,0.4150000015894572,file02.pdf,None
© International Software Testing Qualifications Board,8,6.0,6.0,False,False,76.58399963378906,736.8900146484375,6,53,True,False,False,612.0,792.0,-2.5560788897797035,-2.5600447530052377,0.1251372543035769,0.9304166851621686,0.25,file02.pdf,None
Qualifications Board,9,9.960000038146973,9.960000038146973,False,False,430.75,61.66619110107422,2,20,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.7038398692810458,0.07786135240034624,0.4150000015894572,file02.pdf,None
International,9,9.960000038146973,9.960000038146973,False,False,447.9100036621094,38.62621307373047,1,13,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.7318790909511591,0.04877047105268999,0.4150000015894572,file02.pdf,None
Overview,9,12.0,12.0,False,False,74.42400360107422,41.58000183105469,1,8,True,False,False,612.0,792.0,1.0811139489151635,1.0803367151659435,0.1216078490213631,0.05250000231193774,0.5,file02.pdf,None
Software Testing,9,9.960000038146973,9.960000038146973,False,False,437.95001220703125,50.14617156982422,2,16,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.7156045951095282,0.0633158731942225,0.4150000015894572,file02.pdf,None
Foundation Level Extension – Agile Tester,9,9.960000038146973,9.960000038146973,False,False,74.42400360107422,56.95212173461914,6,41,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.1216078490213631,0.07190924461441811,0.4150000015894572,file02.pdf,None
2.6 Keeping It Current,9,14.039999961853027,14.039999961853027,False,False,70.94400024414062,133.95376586914062,4,22,True,False,True,612.0,792.0,2.317759490946769,2.318066391199223,0.11592156902637357,0.16913354276406645,0.5849999984105428,file02.pdf,H2
The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,9,9.960000038146973,9.960000038146973,False,False,70.94400024414062,157.44622802734375,16,102,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.19879574245876735,0.4150000015894572,file02.pdf,None
"access to relevant and current information, the ISTQB working groups have created links on the",9,9.960000038146973,9.960000038146973,False,False,70.94400024414062,168.969970703125,15,94,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.2133459226049558,0.4150000015894572,file02.pdf,None
"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",9,9.960000038146973,9.960000038146973,False,False,70.94400024414062,180.49371337890625,14,100,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.22789610275114425,0.4150000015894572,file02.pdf,None
in the industry. This information is not examinable under this syllabus.,9,9.960000038146973,9.960000038146973,False,False,70.94400024414062,192.0174560546875,11,72,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.2424462828973327,0.4150000015894572,file02.pdf,None
Version 2014,9,9.960000038146973,9.960000038146973,False,False,76.58135986328125,718.7022705078125,2,12,True,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.12513294095307395,0.9074523617522885,0.4150000015894572,file02.pdf,None
Page 9 of 12,9,9.960000038146973,9.960000038146973,False,False,270.1639404296875,718.7022705078125,4,12,False,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.4414443471073325,0.9074523617522885,0.4150000015894572,file02.pdf,None
"May 31, 2014",9,9.960000038146973,9.960000038146973,False,False,471.5750732421875,718.7022705078125,3,12,True,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.770547505297692,0.9074523617522885,0.4150000015894572,file02.pdf,None
© International Software Testing Qualifications Board,9,6.0,6.0,False,False,76.58399963378906,736.8900146484375,6,53,True,False,False,612.0,792.0,-2.5560788897797035,-2.5600447530052377,0.1251372543035769,0.9304166851621686,0.25,file02.pdf,None
Qualifications Board,10,9.960000038146973,9.960000038146973,False,False,430.75,61.66619110107422,2,20,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.7038398692810458,0.07786135240034624,0.4150000015894572,file02.pdf,None
International,10,9.960000038146973,9.960000038146973,False,False,447.9100036621094,38.62621307373047,1,13,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.7318790909511591,0.04877047105268999,0.4150000015894572,file02.pdf,None
Overview,10,12.0,12.0,False,False,74.42400360107422,41.58000183105469,1,8,True,False,False,612.0,792.0,1.0811139489151635,1.0803367151659435,0.1216078490213631,0.05250000231193774,0.5,file02.pdf,None
Software Testing,10,9.960000038146973,9.960000038146973,False,False,437.95001220703125,50.14617156982422,2,16,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.7156045951095282,0.0633158731942225,0.4150000015894572,file02.pdf,None
Foundation Level Extension – Agile Tester,10,9.960000038146973,9.960000038146973,False,False,74.42400360107422,56.95212173461914,6,41,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.1216078490213631,0.07190924461441811,0.4150000015894572,file02.pdf,None
3. Overview of the Foundation Level Extension – Agile Tester,10,15.960000038146973,15.960000038146973,True,False,70.94400024414062,117.49411010742188,10,60,False,False,True,612.0,792.0,3.481661245578425,3.4829885073038453,0.11592156902637357,0.14835114912553268,0.6650000015894572,file02.pdf,H1
Syllabus,10,15.960000038146973,15.960000038146973,True,False,106.93380737304688,138.33787536621094,1,8,True,False,False,612.0,792.0,3.481661245578425,3.4829885073038453,0.17472844342001123,0.17466903455329663,0.6650000015894572,file02.pdf,None
3.1 Business Outcomes,10,14.039999961853027,14.039999961853027,False,False,70.94400024414062,187.95376586914062,3,21,True,False,True,612.0,792.0,2.317759490946769,2.318066391199223,0.11592156902637357,0.23731536094588462,0.5849999984105428,file02.pdf,H2
This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,10,9.960000038146973,9.960000038146973,False,False,70.94400024414062,211.44622802734375,16,102,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.26697756064058553,0.4150000015894572,file02.pdf,None
Extension – Agile Tester certification.,10,9.960000038146973,9.960000038146973,False,False,70.94400024414062,221.49588012695312,5,39,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.2796665153118095,0.4150000015894572,file02.pdf,None
An Agile Tester can…,10,9.960000038146973,9.960000038146973,False,False,70.93403625488281,244.44369506835938,4,20,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11590528799817452,0.30864102912671637,0.4150000015894572,file02.pdf,None
AFM1,10,9.960000038146973,9.960000038146973,False,False,107.77999877929688,268.9561767578125,1,4,False,True,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17611110911649816,0.3395911322699653,0.4150000015894572,file02.pdf,None
Collaborate in a cross-functional Agile team being familiar with principles and basic,10,9.960000038146973,9.960000038146973,False,False,145.33999633789062,268.9561767578125,12,85,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.2374836541468801,0.3395911322699653,0.4150000015894572,file02.pdf,None
practices of Agile software development.,10,9.960000038146973,9.960000038146973,False,False,145.33999633789062,280.4761962890625,5,40,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.2374836541468801,0.354136611476089,0.4150000015894572,file02.pdf,None
AFM2,10,9.960000038146973,9.960000038146973,False,False,107.77999877929688,303.5162048339844,1,4,False,True,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17611110911649816,0.3832275313560409,0.4150000015894572,file02.pdf,None
Adapt existing testing experience and knowledge to Agile values and principles.,10,9.960000038146973,9.960000038146973,False,False,145.33999633789062,303.5162048339844,11,79,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.2374836541468801,0.3832275313560409,0.4150000015894572,file02.pdf,None
AFM3,10,9.960000038146973,9.960000038146973,False,False,107.77999877929688,328.4761962890625,1,4,False,True,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17611110911649816,0.4147426720821496,0.4150000015894572,file02.pdf,None
Support the Agile team in planning test-related activities.,10,9.960000038146973,9.960000038146973,False,False,145.33999633789062,328.4761962890625,8,59,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.2374836541468801,0.4147426720821496,0.4150000015894572,file02.pdf,None
AFM4,10,9.960000038146973,9.960000038146973,False,False,107.77999877929688,353.55621337890625,1,4,False,True,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17611110911649816,0.4464093603269018,0.4150000015894572,file02.pdf,None
Apply relevant methods and techniques for testing in an Agile project.,10,9.960000038146973,9.960000038146973,False,False,145.33999633789062,353.55621337890625,11,70,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.2374836541468801,0.4464093603269018,0.4150000015894572,file02.pdf,None
AFM5,10,9.960000038146973,9.960000038146973,False,False,107.77999877929688,378.6361999511719,1,4,False,True,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17611110911649816,0.4780760100393584,0.4150000015894572,file02.pdf,None
Assist the Agile team in test automation activities.,10,9.960000038146973,9.960000038146973,False,False,145.33999633789062,378.6361999511719,8,52,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.2374836541468801,0.4780760100393584,0.4150000015894572,file02.pdf,None
AFM6,10,9.960000038146973,9.960000038146973,False,False,107.77999877929688,403.7362060546875,1,4,False,True,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17611110911649816,0.5097679369377367,0.4150000015894572,file02.pdf,None
"Assist business stakeholders in defining understandable and testable user stories,",10,9.960000038146973,9.960000038146973,False,False,145.33999633789062,403.7362060546875,10,82,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.2374836541468801,0.5097679369377367,0.4150000015894572,file02.pdf,None
"scenarios, requirements and acceptance criteria as appropriate.",10,9.960000038146973,9.960000038146973,False,False,145.33999633789062,415.1361999511719,7,63,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.2374836541468801,0.524161868625217,0.4150000015894572,file02.pdf,None
AFM7,10,9.960000038146973,9.960000038146973,False,False,107.77999877929688,438.17620849609375,1,4,False,True,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17611110911649816,0.5532527885051689,0.4150000015894572,file02.pdf,None
Work and share information with other team members using effective communication,10,9.960000038146973,9.960000038146973,False,False,145.33999633789062,438.17620849609375,11,80,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.2374836541468801,0.5532527885051689,0.4150000015894572,file02.pdf,None
styles and channels.,10,9.960000038146973,9.960000038146973,False,False,145.33999633789062,449.6961975097656,3,20,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.2374836541468801,0.567798229178997,0.4150000015894572,file02.pdf,None
"In general, a Certified Tester Foundation Level – Agile Tester is expected to have acquired the necessary",10,9.960000038146973,9.960000038146973,False,False,70.94400024414062,483.3821105957031,17,105,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.6103309477218474,0.4150000015894572,file02.pdf,None
skills to working effectively within an Agile team and environment.,10,9.960000038146973,9.960000038146973,False,False,70.9439697265625,496.3799133300781,10,67,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592151916104984,0.6267423148107047,0.4150000015894572,file02.pdf,None
3.2 Content,10,14.039999961853027,14.039999961853027,False,False,70.94400024414062,533.0038452148438,2,11,True,False,True,612.0,792.0,2.317759490946769,2.318066391199223,0.11592156902637357,0.6729846530490451,0.5849999984105428,file02.pdf,H2
Chapter 1: Agile Software Development,10,9.960000038146973,9.960000038146973,False,False,70.94400024414062,556.5261840820312,5,37,True,False,True,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.7026845758611505,0.4150000015894572,file02.pdf,None
,10,9.960000038146973,9.960000038146973,False,False,88.94171905517578,567.29296875,1,1,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.14532960629930683,0.7162790009469697,0.4150000015894572,file02.pdf,None
The tester should remember the basic concept of Agile software development based on the Agile,10,9.960000038146973,9.960000038146973,False,False,106.34184265136719,568.7670288085938,15,93,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17376118080288755,0.7181401878896386,0.4150000015894572,file02.pdf,None
Manifesto.,10,9.960000038146973,9.960000038146973,False,False,106.93944549560547,580.1712646484375,1,10,True,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17473765603857103,0.732539475566209,0.4150000015894572,file02.pdf,None
,10,9.960000038146973,9.960000038146973,False,False,88.94172668457031,590.9380493164062,1,1,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.14532961876563777,0.7461339006520281,0.4150000015894572,file02.pdf,None
The tester should understand the advantages of the whole-team approach and the benefits of,10,9.960000038146973,9.960000038146973,False,False,106.34184265136719,592.412109375,14,90,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17376118080288755,0.747995087594697,0.4150000015894572,file02.pdf,None
early and frequent feedback.,10,9.960000038146973,9.960000038146973,False,False,106.93944549560547,603.8162841796875,4,28,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17473765603857103,0.7623942982066761,0.4150000015894572,file02.pdf,None
,10,9.960000038146973,9.960000038146973,False,False,88.94172668457031,614.5830688476562,1,1,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.14532961876563777,0.7759887232924952,0.4150000015894572,file02.pdf,None
The tester should recall Agile software development approaches.,10,9.960000038146973,9.960000038146973,False,False,106.34184265136719,616.05712890625,8,63,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17376118080288755,0.7778499102351641,0.4150000015894572,file02.pdf,None
,10,9.960000038146973,9.960000038146973,False,False,88.94172668457031,626.8239135742188,1,1,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.14532961876563777,0.7914443353209832,0.4150000015894572,file02.pdf,None
The tester should be able to write testable user stories in collaboration with developers and,10,9.960000038146973,9.960000038146973,False,False,106.34184265136719,628.2979736328125,15,93,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17376118080288755,0.7933055222636521,0.4150000015894572,file02.pdf,None
business representatives.,10,9.960000038146973,9.960000038146973,False,False,106.93944549560547,639.7022094726562,2,25,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17473765603857103,0.8077048099402225,0.4150000015894572,file02.pdf,None
,10,9.960000038146973,9.960000038146973,False,False,88.94172668457031,650.468994140625,1,1,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.14532961876563777,0.8212992350260416,0.4150000015894572,file02.pdf,None
The tester should understand how retrospectives can be used as a mechanism for process,10,9.960000038146973,9.960000038146973,False,False,106.34184265136719,651.9430541992188,14,86,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17376118080288755,0.8231604219687105,0.4150000015894572,file02.pdf,None
improvement in Agile projects.,10,9.960000038146973,9.960000038146973,False,False,106.93944549560547,663.3472290039062,4,30,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17473765603857103,0.8375596325806897,0.4150000015894572,file02.pdf,None
,10,9.960000038146973,9.960000038146973,False,False,88.94172668457031,674.114013671875,1,1,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.14532961876563777,0.8511540576665089,0.4150000015894572,file02.pdf,None
The tester should understand the use and purpose of continuous integration.,10,9.960000038146973,9.960000038146973,False,False,106.34184265136719,675.5880737304688,11,75,False,False,False,612.0,792.0,-0.15553159311644188,-0.15739296086733603,0.17376118080288755,0.8530152446091778,0.4150000015894572,file02.pdf,None
